record_id,title,document_type,technology_domain,incident_type,severity,region,affected_system,root_cause,resolution_status,document_owner,last_updated,description,resolution_steps,lessons_learned,tags
INC-0138,"Configuration Issue on Fault Manager FM-90 (NMS/OSS, Eastern)",Incident Closure,NMS/OSS,Configuration Issue,S3,Eastern,Fault Manager FM-90,Human Error,Under Review,NMS Engineering Team,2026-05-10,A NMS/OSS configuration issue was observed on Fault Manager FM-90 in the Eastern region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included polling cycle behaviour and alarm correlation anomalies. The condition persisted across two polling cycles before triage began.,"Reverse the operator action, retrain on the standard operating procedure, and add a procedural guard rail.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,nms-oss|configuration-issue|human
INC-0139,"Alarm on PE-Router PE-48 (IP/MPLS, Eastern)",Incident Closure,IP/MPLS,Alarm,S3,Eastern,PE-Router PE-48,Firmware Issue,Archived,IP Backbone Team,2025-06-22,A IP/MPLS alarm was observed on PE-Router PE-48 in the Eastern region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included MPLS label behaviour and VRF anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Tighten the stale-record review threshold for this technology domain.,ip-mpls|alarm|firmware
INC-0140,"Degradation on MW Radio MR-40 (Microwave, Northern)",Incident Closure,Microwave,Degradation,S2,Northern,MW Radio MR-40,Vendor Bug,Resolved,Microwave Team,2024-03-06,A Microwave degradation was observed on MW Radio MR-40 in the Northern region. Operations reported throughput degradation with rising error counters. Key indicators included radio link behaviour and modulation anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Update the diagnostic playbook with the first-action step used here.,microwave|degradation|vendor
INC-0141,"Synchronization Failure on OSS Collector OC-99 (NMS/OSS, Western)",Incident Closure,NMS/OSS,Synchronization Failure,S1,Western,OSS Collector OC-99,Link Failure,Workaround,NMS Engineering Team,2024-11-23,A NMS/OSS synchronization failure was observed on OSS Collector OC-99 in the Western region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included alarm correlation behaviour and northbound feed anomalies. The condition persisted across two polling cycles before triage began.,"Bring the protection path into service, dispatch field team to inspect fibre/RF, and validate end-to-end after splice/realignment.",Record vendor case number in the closure form so future searches resolve faster.,nms-oss|synchronization-failure|link
INC-0142,"Performance Issue on Battery Bank BB-76 (Power Systems, Western)",Incident Closure,Power Systems,Performance Issue,S2,Western,Battery Bank BB-76,Vendor Bug,Under Review,Power Infrastructure Team,2025-06-25,A Power Systems performance issue was observed on Battery Bank BB-76 in the Western region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included battery autonomy behaviour and rectifier output anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Tighten the stale-record review threshold for this technology domain.,power systems|performance-issue|vendor
INC-0143,"Outage on OSS Collector OC-34 (NMS/OSS, Northern)",Incident Closure,NMS/OSS,Outage,S3,Northern,OSS Collector OC-34,Link Failure,Resolved,NMS Engineering Team,2025-04-13,A NMS/OSS outage was observed on OSS Collector OC-34 in the Northern region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included inventory sync behaviour and trap forwarding anomalies. The condition persisted across two polling cycles before triage began.,"Bring the protection path into service, dispatch field team to inspect fibre/RF, and validate end-to-end after splice/realignment.",Update the diagnostic playbook with the first-action step used here.,nms-oss|outage|link
INC-0144,"Outage on MSC M-74 (Core Network, Eastern)",Incident Closure,Core Network,Outage,S3,Eastern,MSC M-74,Firmware Issue,Resolved,Core Mobility Team,2026-09-15,A Core Network outage was observed on MSC M-74 in the Eastern region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included diameter session behaviour and bearer setup anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,core network|outage|firmware
INC-0145,"Synchronization Failure on S-GW S-72 (Core Network, Eastern)",Incident Closure,Core Network,Synchronization Failure,S3,Eastern,S-GW S-72,Power Issue,Archived,Core Mobility Team,2024-03-11,A Core Network synchronization failure was observed on S-GW S-72 in the Eastern region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included attach procedure behaviour and GTP tunnel anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,core network|synchronization-failure|power
INC-0146,"Outage on MW Link MW-7 (Microwave, Eastern)",Incident Closure,Microwave,Outage,S3,Eastern,MW Link MW-7,Vendor Bug,Resolved,Microwave Team,2024-08-22,A Microwave outage was observed on MW Link MW-7 in the Eastern region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included antenna alignment behaviour and ACM anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Record vendor case number in the closure form so future searches resolve faster.,microwave|outage|vendor
INC-0147,"Polling Failure on MW Link MW-5 (Microwave, Southern)",Incident Closure,Microwave,Polling Failure,S1,Southern,MW Link MW-5,Hardware Failure,Resolved,Microwave Team,2026-07-02,A Microwave polling failure was observed on MW Link MW-5 in the Southern region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included ACM behaviour and RSL anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,microwave|polling-failure|hardware
INC-0148,"Connectivity Loss on S-GW S-94 (Core Network, Central)",Incident Closure,Core Network,Connectivity Loss,S3,Central,S-GW S-94,Vendor Bug,Resolved,Core Mobility Team,2026-10-06,A Core Network connectivity loss was observed on S-GW S-94 in the Central region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included GTP tunnel behaviour and attach procedure anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Validate configuration changes in a test profile before production deployment.,core network|connectivity-loss|vendor
INC-0149,"Performance Issue on MME E-72 (Core Network, Eastern)",Incident Closure,Core Network,Performance Issue,S3,Eastern,MME E-72,Firmware Issue,Resolved,Core Mobility Team,2025-03-23,A Core Network performance issue was observed on MME E-72 in the Eastern region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included diameter session behaviour and attach procedure anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Tighten the stale-record review threshold for this technology domain.,core network|performance-issue|firmware
INC-0150,"Degradation on MME E-78 (Core Network, Eastern)",Incident Closure,Core Network,Degradation,S2,Eastern,MME E-78,Link Failure,Resolved,Core Mobility Team,2024-01-24,A Core Network degradation was observed on MME E-78 in the Eastern region. Operations reported throughput degradation with rising error counters. Key indicators included attach procedure behaviour and GTP tunnel anomalies. The condition persisted across two polling cycles before triage began.,"Bring the protection path into service, dispatch field team to inspect fibre/RF, and validate end-to-end after splice/realignment.",Tighten the stale-record review threshold for this technology domain.,core network|degradation|link
INC-0151,"Synchronization Failure on DWDM Node D-3 (DWDM, Central)",Incident Closure,DWDM,Synchronization Failure,S2,Central,DWDM Node D-3,Hardware Failure,Resolved,Optical Transport Team,2025-02-14,A DWDM synchronization failure was observed on DWDM Node D-3 in the Central region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included optical channel behaviour and wavelength anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Update the diagnostic playbook with the first-action step used here.,dwdm|synchronization-failure|hardware
INC-0152,"Degradation on Controller C-99 (SCADA, Eastern)",Incident Closure,SCADA,Degradation,S1,Eastern,Controller C-99,Configuration Error,Workaround,SCADA Operations Team,2024-11-11,A SCADA degradation was observed on Controller C-99 in the Eastern region. Operations reported throughput degradation with rising error counters. Key indicators included telemetry behaviour and DNP3 frame anomalies. The condition persisted across two polling cycles before triage began.,"Roll back the most recent change, re-validate the parameter set in the lab profile, then re-apply with peer review.",Validate configuration changes in a test profile before production deployment.,scada|degradation|configuration
INC-0153,"Synchronization Failure on Controller C-66 (SCADA, Northern)",Incident Closure,SCADA,Synchronization Failure,S2,Northern,Controller C-66,Link Failure,Resolved,SCADA Operations Team,2024-09-26,A SCADA synchronization failure was observed on Controller C-66 in the Northern region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included RTU heartbeat behaviour and telemetry anomalies. The condition persisted across two polling cycles before triage began.,"Bring the protection path into service, dispatch field team to inspect fibre/RF, and validate end-to-end after splice/realignment.",Validate configuration changes in a test profile before production deployment.,scada|synchronization-failure|link
INC-0154,"Performance Issue on DWDM Node D-63 (DWDM, Southern)",Incident Closure,DWDM,Performance Issue,S3,Southern,DWDM Node D-63,Vendor Bug,Resolved,Optical Transport Team,2024-08-02,A DWDM performance issue was observed on DWDM Node D-63 in the Southern region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included wavelength behaviour and ROADM port anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Add a pre-change checklist item for this parameter family.,dwdm|performance-issue|vendor
INC-0155,"Connectivity Loss on OLT O-52 (Access Network, Southern)",Incident Closure,Access Network,Connectivity Loss,S2,Southern,OLT O-52,Unknown,Resolved,Access Engineering Team,2025-02-28,A Access Network connectivity loss was observed on OLT O-52 in the Southern region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included uplink throughput behaviour and PON splitter anomalies. The condition persisted across two polling cycles before triage began.,"Capture diagnostic bundle, escalate to L3 engineering, and monitor under controlled conditions.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,access network|connectivity-loss|unknown
INC-0156,"Polling Failure on eNodeB E-94 (Access Network, Central)",Incident Closure,Access Network,Polling Failure,S2,Central,eNodeB E-94,Firmware Issue,Resolved,Access Engineering Team,2025-12-07,A Access Network polling failure was observed on eNodeB E-94 in the Central region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included UE attach behaviour and uplink throughput anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Update the diagnostic playbook with the first-action step used here.,access network|polling-failure|firmware
INC-0157,"Connectivity Loss on UPS U-11 (Power Systems, Northern)",Incident Closure,Power Systems,Connectivity Loss,S1,Northern,UPS U-11,Power Issue,Workaround,Power Infrastructure Team,2024-12-28,A Power Systems connectivity loss was observed on UPS U-11 in the Northern region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included AC mains behaviour and rectifier output anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Tighten the stale-record review threshold for this technology domain.,power systems|connectivity-loss|power
INC-0158,"Configuration Issue on RTU R-48 (SCADA, Western)",Incident Closure,SCADA,Configuration Issue,S1,Western,RTU R-48,Human Error,Workaround,SCADA Operations Team,2024-07-09,A SCADA configuration issue was observed on RTU R-48 in the Western region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included control loop behaviour and Modbus register anomalies. The condition persisted across two polling cycles before triage began.,"Reverse the operator action, retrain on the standard operating procedure, and add a procedural guard rail.",Validate configuration changes in a test profile before production deployment.,scada|configuration-issue|human
INC-0159,"Polling Failure on Rectifier P-20 (Power Systems, Central)",Incident Closure,Power Systems,Polling Failure,S2,Central,Rectifier P-20,Capacity Saturation,Workaround,Power Infrastructure Team,2024-07-21,A Power Systems polling failure was observed on Rectifier P-20 in the Central region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included DC bus behaviour and alarm contact anomalies. The condition persisted across two polling cycles before triage began.,"Shed non-critical load, re-balance traffic, and submit a capacity expansion request through change.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,power systems|polling-failure|capacity
INC-0160,"Alarm on RTU R-66 (SCADA, Western)",Incident Closure,SCADA,Alarm,S1,Western,RTU R-66,Unknown,Workaround,SCADA Operations Team,2026-05-09,A SCADA alarm was observed on RTU R-66 in the Western region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included RTU heartbeat behaviour and Modbus register anomalies. The condition persisted across two polling cycles before triage began.,"Capture diagnostic bundle, escalate to L3 engineering, and monitor under controlled conditions.",Tighten the stale-record review threshold for this technology domain.,scada|alarm|unknown
INC-0161,"Synchronization Failure on BTS B-25 (Access Network, Eastern)",Incident Closure,Access Network,Synchronization Failure,S2,Eastern,BTS B-25,Power Issue,Resolved,Access Engineering Team,2024-12-20,A Access Network synchronization failure was observed on BTS B-25 in the Eastern region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included PRACH behaviour and UE attach anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Validate configuration changes in a test profile before production deployment.,access network|synchronization-failure|power
INC-0162,"Synchronization Failure on MW Radio MR-90 (Microwave, Eastern)",Incident Closure,Microwave,Synchronization Failure,S3,Eastern,MW Radio MR-90,Unknown,Resolved,Microwave Team,2025-08-04,A Microwave synchronization failure was observed on MW Radio MR-90 in the Eastern region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included ATPC behaviour and modulation anomalies. The condition persisted across two polling cycles before triage began.,"Capture diagnostic bundle, escalate to L3 engineering, and monitor under controlled conditions.",Update the diagnostic playbook with the first-action step used here.,microwave|synchronization-failure|unknown
INC-0163,"Configuration Issue on MME E-77 (Core Network, Northern)",Incident Closure,Core Network,Configuration Issue,S3,Northern,MME E-77,Hardware Failure,Resolved,Core Mobility Team,2024-09-03,A Core Network configuration issue was observed on MME E-77 in the Northern region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included PDP context behaviour and GTP tunnel anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Tighten the stale-record review threshold for this technology domain.,core network|configuration-issue|hardware
INC-0164,"Degradation on UPS U-46 (Power Systems, Southern)",Incident Closure,Power Systems,Degradation,S3,Southern,UPS U-46,Unknown,Resolved,Power Infrastructure Team,2025-12-28,A Power Systems degradation was observed on UPS U-46 in the Southern region. Operations reported throughput degradation with rising error counters. Key indicators included battery autonomy behaviour and AC mains anomalies. The condition persisted across two polling cycles before triage began.,"Capture diagnostic bundle, escalate to L3 engineering, and monitor under controlled conditions.",Record vendor case number in the closure form so future searches resolve faster.,power systems|degradation|unknown
INC-0165,"Performance Issue on OSS Collector OC-42 (NMS/OSS, Southern)",Incident Closure,NMS/OSS,Performance Issue,S3,Southern,OSS Collector OC-42,Power Issue,Workaround,NMS Engineering Team,2025-03-28,A NMS/OSS performance issue was observed on OSS Collector OC-42 in the Southern region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included polling cycle behaviour and inventory sync anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,nms-oss|performance-issue|power
INC-0166,"Degradation on Router R-51 (IP/MPLS, Southern)",Incident Closure,IP/MPLS,Degradation,S3,Southern,Router R-51,Hardware Failure,Resolved,IP Backbone Team,2026-10-14,A IP/MPLS degradation was observed on Router R-51 in the Southern region. Operations reported throughput degradation with rising error counters. Key indicators included LSP behaviour and MPLS label anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Tighten the stale-record review threshold for this technology domain.,ip-mpls|degradation|hardware
INC-0167,"Polling Failure on OSS Collector OC-28 (NMS/OSS, Western)",Incident Closure,NMS/OSS,Polling Failure,S1,Western,OSS Collector OC-28,Power Issue,Resolved,NMS Engineering Team,2025-08-26,A NMS/OSS polling failure was observed on OSS Collector OC-28 in the Western region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included polling cycle behaviour and alarm correlation anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Tighten the stale-record review threshold for this technology domain.,nms-oss|polling-failure|power
INC-0168,"Performance Issue on eNodeB E-22 (Access Network, Western)",Incident Closure,Access Network,Performance Issue,S2,Western,eNodeB E-22,Firmware Issue,Resolved,Access Engineering Team,2026-01-04,A Access Network performance issue was observed on eNodeB E-22 in the Western region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included RF carrier behaviour and UE attach anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Record vendor case number in the closure form so future searches resolve faster.,access network|performance-issue|firmware
INC-0169,"Configuration Issue on OTN Shelf OTN-33 (DWDM, Western)",Incident Closure,DWDM,Configuration Issue,S3,Western,OTN Shelf OTN-33,Vendor Bug,Resolved,Optical Transport Team,2025-02-16,A DWDM configuration issue was observed on OTN Shelf OTN-33 in the Western region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included dispersion behaviour and wavelength anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Add a pre-change checklist item for this parameter family.,dwdm|configuration-issue|vendor
INC-0170,"Alarm on BTS B-22 (Access Network, Southern)",Incident Closure,Access Network,Alarm,S2,Southern,BTS B-22,Configuration Error,Resolved,Access Engineering Team,2025-01-25,A Access Network alarm was observed on BTS B-22 in the Southern region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included PRACH behaviour and RF carrier anomalies. The condition persisted across two polling cycles before triage began.,"Roll back the most recent change, re-validate the parameter set in the lab profile, then re-apply with peer review.",Validate configuration changes in a test profile before production deployment.,access network|alarm|configuration
INC-0171,"Performance Issue on Core Router CR-86 (IP/MPLS, Eastern)",Incident Closure,IP/MPLS,Performance Issue,S1,Eastern,Core Router CR-86,Unknown,Resolved,IP Backbone Team,2025-07-18,A IP/MPLS performance issue was observed on Core Router CR-86 in the Eastern region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included OSPF adjacency behaviour and MPLS label anomalies. The condition persisted across two polling cycles before triage began.,"Capture diagnostic bundle, escalate to L3 engineering, and monitor under controlled conditions.",Tighten the stale-record review threshold for this technology domain.,ip-mpls|performance-issue|unknown
INC-0172,"Synchronization Failure on Router R-32 (IP/MPLS, Eastern)",Incident Closure,IP/MPLS,Synchronization Failure,S3,Eastern,Router R-32,Configuration Error,Workaround,IP Backbone Team,2024-09-18,A IP/MPLS synchronization failure was observed on Router R-32 in the Eastern region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included LSP behaviour and BGP session anomalies. The condition persisted across two polling cycles before triage began.,"Roll back the most recent change, re-validate the parameter set in the lab profile, then re-apply with peer review.",Add a pre-change checklist item for this parameter family.,ip-mpls|synchronization-failure|configuration
INC-0173,"Performance Issue on Microwave Hop H-77 (Microwave, Southern)",Incident Closure,Microwave,Performance Issue,S2,Southern,Microwave Hop H-77,Vendor Bug,Resolved,Microwave Team,2026-01-05,A Microwave performance issue was observed on Microwave Hop H-77 in the Southern region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included modulation behaviour and antenna alignment anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Update the diagnostic playbook with the first-action step used here.,microwave|performance-issue|vendor
INC-0174,"Configuration Issue on PE-Router PE-88 (IP/MPLS, Western)",Incident Closure,IP/MPLS,Configuration Issue,S3,Western,PE-Router PE-88,Link Failure,Resolved,IP Backbone Team,2026-06-12,A IP/MPLS configuration issue was observed on PE-Router PE-88 in the Western region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included routing convergence behaviour and VRF anomalies. The condition persisted across two polling cycles before triage began.,"Bring the protection path into service, dispatch field team to inspect fibre/RF, and validate end-to-end after splice/realignment.",Validate configuration changes in a test profile before production deployment.,ip-mpls|configuration-issue|link
INC-0175,"Connectivity Loss on RTU R-99 (SCADA, Eastern)",Incident Closure,SCADA,Connectivity Loss,S2,Eastern,RTU R-99,Firmware Issue,Resolved,SCADA Operations Team,2025-08-14,A SCADA connectivity loss was observed on RTU R-99 in the Eastern region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included DNP3 frame behaviour and RTU heartbeat anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,scada|connectivity-loss|firmware
INC-0176,"Outage on DWDM Node D-58 (DWDM, Central)",Incident Closure,DWDM,Outage,S2,Central,DWDM Node D-58,Link Failure,Workaround,Optical Transport Team,2025-12-21,A DWDM outage was observed on DWDM Node D-58 in the Central region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included optical channel behaviour and ROADM port anomalies. The condition persisted across two polling cycles before triage began.,"Bring the protection path into service, dispatch field team to inspect fibre/RF, and validate end-to-end after splice/realignment.",Record vendor case number in the closure form so future searches resolve faster.,dwdm|outage|link
INC-0177,"Alarm on Microwave Hop H-38 (Microwave, Southern)",Incident Closure,Microwave,Alarm,S1,Southern,Microwave Hop H-38,Human Error,Resolved,Microwave Team,2024-09-27,A Microwave alarm was observed on Microwave Hop H-38 in the Southern region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included RSL behaviour and antenna alignment anomalies. The condition persisted across two polling cycles before triage began.,"Reverse the operator action, retrain on the standard operating procedure, and add a procedural guard rail.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,microwave|alarm|human
INC-0178,"Outage on Battery Bank BB-69 (Power Systems, Central)",Incident Closure,Power Systems,Outage,S2,Central,Battery Bank BB-69,Firmware Issue,Workaround,Power Infrastructure Team,2026-10-20,A Power Systems outage was observed on Battery Bank BB-69 in the Central region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included rectifier output behaviour and battery autonomy anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,power systems|outage|firmware
INC-0179,"Connectivity Loss on NMS Node N-35 (NMS/OSS, Eastern)",Incident Closure,NMS/OSS,Connectivity Loss,S1,Eastern,NMS Node N-35,Unknown,Archived,NMS Engineering Team,2024-09-12,A NMS/OSS connectivity loss was observed on NMS Node N-35 in the Eastern region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included polling cycle behaviour and inventory sync anomalies. The condition persisted across two polling cycles before triage began.,"Capture diagnostic bundle, escalate to L3 engineering, and monitor under controlled conditions.",Validate configuration changes in a test profile before production deployment.,nms-oss|connectivity-loss|unknown
INC-0180,"Synchronization Failure on Battery Bank BB-24 (Power Systems, Northern)",Incident Closure,Power Systems,Synchronization Failure,S1,Northern,Battery Bank BB-24,Configuration Error,Resolved,Power Infrastructure Team,2026-06-08,A Power Systems synchronization failure was observed on Battery Bank BB-24 in the Northern region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included battery autonomy behaviour and AC mains anomalies. The condition persisted across two polling cycles before triage began.,"Roll back the most recent change, re-validate the parameter set in the lab profile, then re-apply with peer review.",Record vendor case number in the closure form so future searches resolve faster.,power systems|synchronization-failure|configuration
SOP-0001,SOP: handling performance issue in Power Systems,SOP,Power Systems,Performance Issue,S2,All,All,Procedural,Resolved,Power Infrastructure Team,2025-09-18,"Standard operating procedure for diagnosing and resolving performance issue events in the Power Systems domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the DC bus check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,power systems|performance-issue|sop
SOP-0002,SOP: handling synchronization failure in DWDM,SOP,DWDM,Synchronization Failure,S2,All,All,Procedural,Resolved,Optical Transport Team,2025-01-14,"Standard operating procedure for diagnosing and resolving synchronization failure events in the DWDM domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the optical channel check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,dwdm|synchronization-failure|sop
SOP-0003,SOP: handling outage in SCADA,SOP,SCADA,Outage,S2,All,All,Procedural,Resolved,SCADA Operations Team,2024-01-04,"Standard operating procedure for diagnosing and resolving outage events in the SCADA domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the polling interval check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,scada|outage|sop
SOP-0004,SOP: handling alarm in DWDM,SOP,DWDM,Alarm,S2,All,All,Procedural,Resolved,Optical Transport Team,2024-09-06,"Standard operating procedure for diagnosing and resolving alarm events in the DWDM domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the optical channel check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,dwdm|alarm|sop
SOP-0005,SOP: handling polling failure in SCADA,SOP,SCADA,Polling Failure,S2,All,All,Procedural,Resolved,SCADA Operations Team,2026-05-06,"Standard operating procedure for diagnosing and resolving polling failure events in the SCADA domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the polling interval check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,scada|polling-failure|sop
SOP-0006,SOP: handling synchronization failure in Power Systems,SOP,Power Systems,Synchronization Failure,S2,All,All,Procedural,Resolved,Power Infrastructure Team,2026-10-28,"Standard operating procedure for diagnosing and resolving synchronization failure events in the Power Systems domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the DC bus check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,power systems|synchronization-failure|sop
SOP-0007,SOP: handling performance issue in NMS/OSS,SOP,NMS/OSS,Performance Issue,S2,All,All,Procedural,Resolved,NMS Engineering Team,2025-04-01,"Standard operating procedure for diagnosing and resolving performance issue events in the NMS/OSS domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the alarm correlation check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,nms-oss|performance-issue|sop
SOP-0008,SOP: handling outage in IP/MPLS,SOP,IP/MPLS,Outage,S2,All,All,Procedural,Resolved,IP Backbone Team,2024-01-04,"Standard operating procedure for diagnosing and resolving outage events in the IP/MPLS domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the BGP session check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,ip-mpls|outage|sop
SOP-0009,SOP: handling connectivity loss in Core Network,SOP,Core Network,Connectivity Loss,S2,All,All,Procedural,Resolved,Core Mobility Team,2024-12-12,"Standard operating procedure for diagnosing and resolving connectivity loss events in the Core Network domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the GTP tunnel check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,core network|connectivity-loss|sop
